source_id,target_id
team_508,team_438
team_508,team_593
team_509,team_69
team_509,team_635
team_509,1028
team_509,team_605
team_51,team_299
team_51,team_66
team_51,team_589
team_51,team_588
team_51,team_264
team_510,team_593
team_510,team_497
team_511,team_538
team_511,team_635
team_511,team_98
team_512,team_190
team_512,team_683
team_512,team_278
team_512,1033
team_512,team_583
team_513,team_23
team_513,1020
team_514,team_343
team_514,team_44
team_514,team_194
team_514,team_434
team_514,team_7
team_515,team_432
team_515,team_517
team_515,team_619
team_516,team_110
team_516,team_83
team_516,team_181
team_516,team_533
team_516,team_245
team_517,team_666
team_517,team_495
team_517,team_54
team_517,team_400
team_518,team_213
team_518,team_478
team_518,team_546
team_518,team_37
team_519,team_679
team_519,team_98
team_519,team_683
team_519,team_648
team_52,team_617
team_52,team_50
team_52,team_230
team_52,team_281
team_520,team_57
team_520,team_329
team_520,team_261
team_520,team_328
team_521,team_82
team_521,team_245
team_521,team_691
team_521,team_504
team_522,team_497
team_522,team_376
team_522,team_571
team_522,team_98
team_523,team_319
team_523,team_166
team_523,team_584
team_523,team_679
team_524,team_418
team_524,team_372
team_524,team_189
team_524,team_321
team_524,1044
team_525,team_91
team_525,team_126
team_525,team_373
team_525,team_461
team_526,team_496
team_526,team_251
team_526,team_24
team_526,team_551
team_527,team_573
team_527,team_74
team_527,team_304
team_527,team_180
team_528,team_622
team_528,team_596
team_529,team_278
team_529,team_10
team_529,team_672
team_53,team_643
team_53,team_269
team_53,team_101
team_530,team_435
team_530,team_359
team_531,team_146
team_531,team_683
team_531,team_180
team_531,1006
team_531,team_562
team_532,team_429
team_532,team_657
team_532,team_493
team_533,team_655
team_533,team_238
team_533,team_319
team_533,team_35
team_533,team_317
team_534,team_136
team_534,team_656
team_535,team_548
team_535,1039
team_535,team_215
team_536,team_216
team_536,1038
team_536,team_42
team_536,team_510
team_536,team_225
team_537,1039
team_537,1010
team_537,team_329
team_537,team_579
team_538,team_363
team_538,team_316
team_539,team_646
team_539,team_556
team_539,team_537
team_539,team_509
team_539,team_178
team_54,team_305
team_54,team_231
team_54,team_158
team_54,team_359
team_54,team_203
team_540,team_652
team_540,team_291
team_540,team_95
team_540,team_225
team_540,1015
team_541,team_326
team_541,team_579
team_541,team_677
team_541,team_231
team_542,team_618
team_542,team_644
team_542,team_428
team_543,team_529
team_543,team_356
team_543,team_133
team_543,team_423
team_543,team_672
team_544,team_224
team_544,team_183
team_545,team_352
team_545,team_283
team_545,1007
team_545,team_295
team_545,team_407
team_546,team_466
team_546,team_30
team_546,team_358
team_547,team_592
team_547,team_583
team_547,1012
team_547,team_295
team_548,team_71
team_548,team_271
team_548,team_110
team_548,team_670
team_549,team_483
team_549,team_337
team_55,team_428
team_55,team_688
team_55,team_517
team_550,team_691
team_550,team_162
team_550,team_644
team_550,team_326
team_551,team_621
team_551,team_258
team_551,team_256
team_551,team_177
team_552,team_195
team_552,team_473
team_552,team_613
team_552,team_399
team_552,team_437
team_553,team_55
team_553,team_668
team_553,team_255
team_553,team_282
team_553,team_682
team_554,team_539
team_554,team_466
team_555,team_125
team_555,team_575
team_555,team_157
team_555,team_110
team_556,team_583
team_556,team_549
team_556,team_192
team_557,team_356
team_557,team_533
team_557,team_461
team_558,team_682
team_558,team_243
team_559,team_138
team_559,team_524
team_559,team_465
team_559,team_104
team_559,team_472
team_56,team_527
team_56,team_437
team_56,team_475
team_560,team_570
team_560,team_480
team_561,1023
team_561,team_419
team_561,team_289
team_561,1004
team_562,team_589
team_562,team_120
team_562,1047
team_563,team_371
team_563,team_79
team_563,team_112
team_563,team_553
team_563,team_109
team_564,team_49
team_564,1033
team_565,team_430
team_565,team_22
team_565,team_179
team_565,team_646
team_566,team_4
team_566,team_406
team_566,team_468
team_566,team_401
team_566,team_40
team_567,team_685
team_567,team_665
team_568,team_658
team_568,team_375
team_568,team_163
team_569,team_55
team_569,team_416
team_569,team_541
team_57,team_26
team_57,1004
team_57,1024
team_570,team_481
team_570,team_676
team_570,team_96
team_570,team_556
team_571,team_544
team_571,team_403
team_571,team_266
team_571,team_282
team_571,team_479
team_572,team_197
team_572,team_308
team_572,team_228
team_572,team_158
team_573,team_664
team_573,team_440
team_574,team_276
team_574,team_244
team_575,team_147
team_575,team_602
team_576,team_466
team_576,team_606
team_577,team_28
team_577,1046
team_578,team_459
team_578,team_27
team_578,team_551
team_578,team_254
team_578,team_105
team_579,team_518
team_579,team_320
team_579,team_27
team_58,team_588
team_58,team_606
team_58,team_675
team_58,team_35
team_580,team_332
team_580,team_186
team_580,team_664
team_581,team_435
team_581,team_330
team_581,team_307
team_582,team_568
team_582,team_60
team_583,team_632
team_583,team_681
team_583,team_448
team_584,1049
team_584,team_371
team_584,team_648
team_584,team_674
team_584,team_405
team_585,team_75
team_585,team_438
team_585,team_430
team_585,team_191
team_586,team_400
team_586,team_223
team_586,team_55
team_586,team_490
team_587,team_261
team_587,team_330
team_587,team_85
team_588,team_481
team_588,team_107
team_588,team_572
team_589,team_438
team_589,team_568
team_589,team_542
team_589,team_178
team_589,team_411
team_59,team_29
team_59,team_241
team_59,team_359
team_590,team_469
team_590,team_396
team_591,team_548
team_591,team_23
team_592,team_300
team_592,team_401
team_593,team_120
team_593,team_227
team_594,team_496
team_594,team_246
team_594,team_360
team_595,1016
team_595,team_249
team_595,team_229
team_595,team_162
team_596,team_278
team_596,team_74
team_596,team_611
team_596,team_81
team_596,team_242
team_597,team_275
team_597,team_563
team_597,team_350
team_597,team_314
team_597,team_404
team_598,team_546
team_598,team_653
team_598,team_385
team_598,team_338
team_598,team_295
team_599,team_527
team_599,team_512
team_599,team_484
team_599,team_144
team_6,team_349
team_6,team_241
team_6,team_396
team_6,team_342
team_6,team_435
team_60,team_573
team_60,team_258
team_600,1017
team_600,team_295
team_600,team_564
team_601,team_326
team_601,team_195
team_601,team_234
team_601,team_358
team_601,team_266
team_602,team_58
team_602,team_280
team_602,team_514
team_602,team_561
team_602,team_659
team_603,team_291
team_603,team_504
team_603,team_647
team_603,team_506
team_604,team_209
team_604,team_379
team_604,team_21
team_604,team_183
team_604,team_97
team_605,team_223
team_605,team_554
team_605,team_647
team_605,team_108
team_605,team_537
team_606,team_122
team_606,team_671
team_607,1007
team_607,team_434
team_608,team_636
team_608,team_267
team_608,team_116
team_609,1010
team_609,team_255
team_609,team_52
team_61,team_399
team_61,team_109
team_61,team_624
team_61,team_643
team_61,team_67
team_610,team_663
team_610,team_503
team_610,1017
team_610,1007
team_610,team_544
team_611,1013
team_611,1018
team_611,team_542
team_611,team_99
team_611,team_307
team_612,1018
team_612,team_517
team_612,team_76
team_612,team_677
team_613,team_219
team_613,team_152
team_613,team_142
team_613,team_537
team_613,team_191
team_614,team_230
team_614,team_626
team_614,team_54
team_615,team_380
team_615,team_30
team_615,team_42
team_615,team_126
team_616,team_428
team_616,team_478
team_616,team_575
team_616,team_279
team_617,team_330
team_617,team_686
team_617,team_128
team_618,team_14
team_618,team_428
team_619,team_401
team_619,team_563
team_619,team_493
team_619,team_105
team_619,team_642
team_62,team_80
team_62,team_211
team_620,team_514
team_620,team_454
team_621,team_576
team_621,team_141
team_621,team_540
team_621,1044
team_622,team_249
team_622,team_70
team_622,team_577
team_623,team_303
team_623,1048
team_623,team_122
team_623,team_686
team_623,team_312
team_624,team_219
team_624,team_344
team_625,team_245
team_625,team_596
team_626,team_9
team_626,team_420
team_626,team_124
team_627,team_203
team_627,team_574
team_627,team_276
team_627,team_577
team_628,team_68
team_628,team_552
team_628,team_36
team_628,team_408
team_628,team_183
team_629,team_515
team_629,team_373
team_63,team_144
team_63,team_457
team_630,team_123
team_630,team_368
team_630,team_611
team_631,team_355
team_631,1031
team_631,team_64
team_631,team_305
team_631,team_47
team_632,team_264
team_632,team_382
team_632,team_564
team_632,team_40
team_632,team_452
team_633,team_682
team_633,team_594
team_633,team_664
team_634,team_132
team_634,team_624
team_634,team_326
team_634,team_281
team_634,team_90
team_635,team_13
team_635,team_300
team_636,team_404
team_636,team_89
team_636,team_64
team_637,team_412
team_637,team_346
team_637,team_387
team_638,team_138
team_638,1006
team_639,team_464
team_639,team_386
team_639,team_302
team_639,team_148
team_64,team_134
team_64,team_226
team_64,team_451
team_640,team_568
team_640,team_566
team_640,team_526
team_640,team_43
team_640,team_149
team_641,team_136
team_641,team_380
team_642,team_604
team_642,team_605
team_643,team_409
team_643,1013
team_643,team_322
team_643,team_435
team_644,team_131
team_644,team_57
team_644,team_278
team_644,team_581
team_644,team_534
team_645,team_687
team_645,team_404
team_645,team_21
team_646,team_301
team_646,team_331
team_646,team_300
team_647,team_189
team_647,team_111
team_647,team_208
team_647,team_455
team_647,team_308
team_648,team_33
team_648,team_50
team_648,team_124
team_648,team_387
team_648,team_286
team_649,team_98
team_649,team_630
team_649,team_510
team_65,team_476
team_65,team_152
team_65,team_179
team_650,1007
team_650,team_419
team_650,team_360
team_650,team_626
team_651,team_358
team_651,team_46
team_651,team_362
team_651,team_450
team_651,team_655
team_652,team_330
team_652,team_35
team_652,team_61
team_653,team_496
team_653,team_343
team_653,team_217
team_654,team_348
team_654,team_322
team_654,team_73
team_654,team_638
team_654,team_506
team_655,team_354
team_655,team_400
team_655,team_312
team_656,team_390
team_656,team_159
team_656,team_574
team_656,team_238
team_656,team_60
team_657,team_684
team_657,team_561
team_657,1028
team_658,team_86
team_658,team_247
team_658,team_458
team_658,team_322
team_658,team_71
team_659,team_430
team_659,team_676
team_66,team_182
team_66,team_638
team_66,team_333
team_66,team_277
team_66,team_287
team_660,team_92
team_660,team_444
team_660,team_401
team_661,team_468
team_661,team_605
team_662,team_591
team_662,team_423
team_662,team_547
team_662,team_520
team_662,team_70
team_663,team_555
team_663,1038
team_663,team_386
team_663,team_8
team_663,team_549
team_664,team_154
team_664,team_283
team_665,team_207
team_665,team_650
team_665,team_619
team_665,1046
team_666,team_36
team_666,team_450
team_666,team_151
team_666,1011
team_666,team_144
team_667,team_259
team_667,team_524
team_667,team_532
team_667,team_569
team_668,team_465
team_668,team_4
team_668,team_414
team_669,team_681
team_669,team_597
team_669,team_7
team_669,team_515
team_669,team_193
team_67,1026
team_67,team_5
team_67,team_150
team_67,team_326
team_670,team_132
team_670,team_160
team_670,team_185
team_670,team_375
team_670,team_341
team_671,team_474
team_671,team_244
team_671,team_534
team_671,team_5
team_672,team_493
team_672,team_143
team_672,team_458
team_672,team_99
team_673,team_348
team_673,team_115
team_673,team_330
team_673,1046
team_673,team_88
team_674,1024
team_674,team_370
team_675,team_68
team_675,team_205
team_676,team_53
team_676,team_214
team_676,team_563
team_677,team_359
team_677,team_570
team_677,team_447
team_678,team_268
team_678,team_427
team_678,team_634
team_678,team_223
team_678,team_225
team_679,team_419
team_679,1030
team_679,team_62
team_679,team_236
team_679,team_469
team_68,team_412
team_68,1005
team_68,team_82
team_68,team_251
team_68,team_243
team_680,team_81
team_680,team_111
team_680,team_587
team_680,team_148
team_681,team_391
team_681,team_354
team_681,team_235
team_682,team_159
team_682,team_296
team_682,team_672
team_682,team_505
team_682,team_540
team_683,team_604
team_683,team_411
team_683,team_617
team_683,team_415
team_684,team_375
team_684,team_379
team_685,team_623
team_685,team_212
team_685,team_675
team_685,team_83
team_685,team_328
team_686,team_674
team_686,team_178
team_687,team_162
team_687,team_274
team_687,team_335
team_687,team_161
team_688,team_399
team_688,team_72
team_688,team_184
team_689,team_44
team_689,team_603
team_689,team_181
team_689,team_584
team_689,team_407
team_69,team_225
team_69,team_502
team_69,team_64
team_69,team_55
team_69,team_72
team_690,team_566
team_690,team_207
team_690,team_505
team_691,team_183
team_691,team_226
team_691,team_344
team_691,team_47
team_7,team_385
team_7,1010
team_70,team_18
team_70,team_233
team_70,team_408
team_70,team_572
team_70,team_52
team_71,team_430
team_71,team_686
team_71,team_507
team_71,team_437
team_71,team_88
team_72,team_504
team_72,team_208
team_72,team_13
team_72,team_575
team_72,1032
team_73,team_323
team_73,1034
team_73,team_307
team_74,team_55
team_74,team_32
team_74,team_209
team_75,team_576
team_75,team_510
team_75,team_560
team_75,team_525
team_75,team_158
team_76,team_300
team_76,team_555
team_77,team_554
team_77,1043
team_77,team_96
team_77,team_460
team_78,team_446
team_78,team_148
team_78,team_657
team_79,team_328
team_79,1034
team_79,team_469
team_8,team_375
team_8,team_134
team_8,team_459
team_8,team_162
team_80,team_247
team_80,team_597
team_80,team_69
team_81,team_88
team_81,team_616
team_81,team_637
team_81,team_449
team_82,team_621
team_82,team_182
team_82,team_244
team_83,team_108
team_83,team_58
team_83,team_378
team_84,team_604
team_84,team_550
team_84,team_209
team_84,team_352
team_85,team_320
team_85,team_582
team_85,team_30
team_85,team_528
team_86,team_179
team_86,team_433
team_87,team_309
team_87,team_659
team_88,team_79
team_88,team_176
team_88,team_284
team_89,team_88
team_89,team_350
team_89,team_282
team_9,team_505
team_9,team_185
team_9,team_587
team_9,team_637
team_9,team_301
team_90,team_40
team_90,team_470
team_90,team_123
team_90,team_638
team_90,team_14
team_91,team_529
team_91,team_31
team_91,team_72
team_91,team_394
team_91,team_473
team_92,team_356
team_92,team_590
team_92,1003
team_92,team_14
team_92,team_477
team_93,team_111
team_93,team_547
team_93,team_420
team_93,team_255
team_94,team_249
team_94,team_51
team_94,team_300
team_94,team_351
team_94,team_315
team_95,team_559
team_95,team_587
team_95,team_174
team_95,team_576
team_96,team_370
team_96,team_683
team_96,1050
team_96,1048
team_96,team_145
team_97,1017
team_97,team_169
team_97,team_2
team_97,team_460
team_97,team_475
team_98,team_449
team_98,team_240
team_99,team_653
team_99,team_332
team_99,team_20
1001,team_351
1002,team_185
1003,team_80
1004,team_431
1005,team_33
1006,team_175
1007,team_441
1008,team_9
1009,team_75
1010,team_251
1011,team_147
1012,team_464
1013,team_676
1014,team_380
1015,team_314
1016,team_495
1017,team_81
1018,team_183
1019,team_187
1020,team_10
1021,team_296
1022,team_539
1023,team_170
1024,team_220
1025,team_646
1026,team_307
1027,team_578
1028,team_509
1029,team_107
1030,team_106
1031,team_415
1032,team_21
1033,team_489
1034,team_220
1035,team_54
1036,team_164
1037,team_31
1038,team_452
1039,team_181
1040,team_193
1041,team_194
1042,team_388
1043,team_438
1044,team_375
1045,team_225
1046,team_451
1047,team_221
1048,team_690
1049,team_230
1050,team_162
